Références ;Nom de l'article ;Code-barres article;Brand;Type de l'article ;Taille;Couleur;Marché;Genre de l'article ;Groupe de l'article ;Prix;Prix remise
101698290;4M SPIDERMAN MULTI SIRT 4FX;8684317443761;SPIDERMAN;ACC;STD;MULTICOLOUR;GENERA;BOY;BAG;3750 da;
101698815;MADSEN.B4FX;8684317385719;POLARIS;FOO;25;L BEIGE;GENERA;GIRL;SANDAL;4450 da;
101698815;MADSEN.B4FX;8684317385696;POLARIS;FOO;23;L BEIGE;GENERA;GIRL;SANDAL;4450 da;
101699495;4M;8684317362857;I COOL;FOO;30;SILVER;GENERA;GIRL;SANDAL;4450 da;
101699496;4M;8684317362864;I COOL;FOO;26;PINK;GENERA;GIRL;SANDAL;4450 da;
101699496;4M;8684317362871;I COOL;FOO;27;PINK;GENERA;GIRL;SANDAL;4450 da;
101699496;4M;8684317362895;I COOL;FOO;29;PINK;GENERA;GIRL;SANDAL;4450 da;
101699496;4M;8684317362901;I COOL;FOO;30;PINK;GENERA;GIRL;SANDAL;4450 da;
101699511;MADSEN.P 4FX;8684317363496;I COOL;FOO;30;PINK;GENERA;GIRL;SANDAL;4450 da;
101699512;MADSEN.P 4FX;8684317363540;I COOL;FOO;30;BLUE;GENERA;GIRL;SANDAL;4450 da;
101699687;4P INT1223Y962 4FX;8684317191396;BUTIGO;FOO;36;WHITE;CASUAL;WOMEN;SHOES;4450 da;
101699687;4P INT1223Y962 4FX;8684317191402;BUTIGO;FOO;37;WHITE;CASUAL;WOMEN;SHOES;4450 da;
101699687;4P INT1223Y962 4FX;8684317191433;BUTIGO;FOO;40;WHITE;CASUAL;WOMEN;SHOES;4450 da;
101699687;4P INT1223Y962 4FX;8684317191419;BUTIGO;FOO;38;WHITE;CASUAL;WOMEN;SHOES;4450 da;
101699687;4P INT1223Y962 4FX;8684317191426;BUTIGO;FOO;39;WHITE;CASUAL;WOMEN;SHOES;4450 da;
101699687;4P INT1223Y962 4FX;8684317191426;BUTIGO;FOO;39;WHITE;CASUAL;WOMEN;SHOES;4450 da;
101699687;4P INT1223Y962 4FX;8684317191419;BUTIGO;FOO;38;WHITE;CASUAL;WOMEN;SHOES;4450 da;
101699687;4P INT1223Y962 4FX;8684317191433;BUTIGO;FOO;40;WHITE;CASUAL;WOMEN;SHOES;4450 da;
101699687;4P INT1223Y962 4FX;8684317191402;BUTIGO;FOO;37;WHITE;CASUAL;WOMEN;SHOES;4450 da;
101699696;4P INT1224Y004 4FX;8684317192539;KINETIX;FOO;36;BLUE;CASUAL;WOMEN;SHOES;6750 da;
101699696;4P INT1224Y004 4FX;8684317192546;KINETIX;FOO;37;BLUE;CASUAL;WOMEN;SHOES;6750 da;
101699696;4P INT1224Y004 4FX;8684317192553;KINETIX;FOO;38;BLUE;CASUAL;WOMEN;SHOES;6750 da;
101699696;4P INT1224Y004 4FX;8684317192560;KINETIX;FOO;39;BLUE;CASUAL;WOMEN;SHOES;6750 da;
101699696;4P INT1224Y004 4FX;8684317192577;KINETIX;FOO;40;BLUE;CASUAL;WOMEN;SHOES;6750 da;
101699696;4P INT1224Y004 4FX;8684317192584;KINETIX;FOO;41;BLUE;CASUAL;WOMEN;SHOES;6750 da;
101699721;INT1224Y029 4FX;8684317194205;BUTIGO;FOO;37;SILVER;CASUAL;WOMEN;SHOES;5250 da;
101699721;INT1224Y029 4FX;8684317194212;BUTIGO;FOO;38;SILVER;CASUAL;WOMEN;SHOES;5250 da;
101699721;INT1224Y029 4FX;8684317194229;BUTIGO;FOO;39;SILVER;CASUAL;WOMEN;SHOES;5250 da;
101699722;INT1224Y029 4FX;8684317194250;BUTIGO;FOO;37;GOLDEN;CASUAL;WOMEN;SHOES;5250 da;
101699722;INT1224Y029 4FX;8684317194267;BUTIGO;FOO;38;GOLDEN;CASUAL;WOMEN;SHOES;5250 da;
101699722;INT1224Y029 4FX;8684317194274;BUTIGO;FOO;39;GOLDEN;CASUAL;WOMEN;SHOES;5250 da;
101699726;INT1224Y032 4FX;8684317194441;KINETIX;FOO;36;BLACK;CASUAL;WOMEN;SHOES;5250 da;
101699726;INT1224Y032 4FX;8684317194458;KINETIX;FOO;37;BLACK;CASUAL;WOMEN;SHOES;5250 da;
101699726;INT1224Y032 4FX;8684317194465;KINETIX;FOO;38;BLACK;CASUAL;WOMEN;SHOES;5250 da;
101699726;INT1224Y032 4FX;8684317194472;KINETIX;FOO;39;BLACK;CASUAL;WOMEN;SHOES;5250 da;
101699726;INT1224Y032 4FX;8684317194489;KINETIX;FOO;40;BLACK;CASUAL;WOMEN;SHOES;5250 da;
101699731;INT1224Y036 4FX;8684317194854;BUTIGO;FOO;36;GOLDEN;CASUAL;WOMEN;SHOES;4950 da;
101699731;INT1224Y036 4FX;8684317194861;BUTIGO;FOO;37;GOLDEN;CASUAL;WOMEN;SHOES;4950 da;
101699731;INT1224Y036 4FX;8684317194878;BUTIGO;FOO;38;GOLDEN;CASUAL;WOMEN;SHOES;4950 da;
101699731;INT1224Y036 4FX;8684317194885;BUTIGO;FOO;39;GOLDEN;CASUAL;WOMEN;SHOES;4950 da;
101699731;INT1224Y036 4FX;8684317194892;BUTIGO;FOO;40;GOLDEN;CASUAL;WOMEN;SHOES;4950 da;
101699732;INT1224Y036 4FX;8684317194908;BUTIGO;FOO;36;PINK;CASUAL;WOMEN;SHOES;5750 da;
101699732;INT1224Y036 4FX;8684317194915;BUTIGO;FOO;37;PINK;CASUAL;WOMEN;SHOES;5750 da;
101699732;INT1224Y036 4FX;8684317194922;BUTIGO;FOO;38;PINK;CASUAL;WOMEN;SHOES;5750 da;
101699732;INT1224Y036 4FX;8684317194939;BUTIGO;FOO;39;PINK;CASUAL;WOMEN;SHOES;5750 da;
101699732;INT1224Y036 4FX;8684317194946;BUTIGO;FOO;40;PINK;CASUAL;WOMEN;SHOES;5750 da;
101699735;4P INT1224Y039 4FX;8684317195080;KINETIX;FOO;39;WHITE;CASUAL;WOMEN;SHOES;6350 da;
101699739;4P INT1224Y042 4FX;8684317195295;POLARIS;FOO;38;BEIGE;CASUAL;WOMEN;SHOES;6350 da;
101699746;4M INT1224Y049 4FX;8684317196063;POLARIS;FOO;36;L BEIGE;CASUAL;WOMEN;SHOES;6350 da;
101699746;4M INT1224Y049 4FX;8684317196070;POLARIS;FOO;37;L BEIGE;CASUAL;WOMEN;SHOES;6350 da;
101699746;4M INT1224Y049 4FX;8684317196087;POLARIS;FOO;38;L BEIGE;CASUAL;WOMEN;SHOES;6350 da;
101699746;4M INT1224Y049 4FX;8684317196094;POLARIS;FOO;39;L BEIGE;CASUAL;WOMEN;SHOES;6350 da;
101699746;4M INT1224Y049 4FX;8684317196100;POLARIS;FOO;40;L BEIGE;CASUAL;WOMEN;SHOES;6350 da;
101699746;4M INT1224Y049 4FX;8684317196100;POLARIS;FOO;40;L BEIGE;CASUAL;WOMEN;SHOES;6350 da;
101699746;4M INT1224Y049 4FX;8684317196094;POLARIS;FOO;39;L BEIGE;CASUAL;WOMEN;SHOES;6350 da;
101699746;4M INT1224Y049 4FX;8684317196087;POLARIS;FOO;38;L BEIGE;CASUAL;WOMEN;SHOES;6350 da;
101699746;4M INT1224Y049 4FX;8684317196070;POLARIS;FOO;37;L BEIGE;CASUAL;WOMEN;SHOES;6350 da;
101699746;4M INT1224Y049 4FX;8684317196063;POLARIS;FOO;36;L BEIGE;CASUAL;WOMEN;SHOES;6350 da;
101699747;4M INT1224Y049 4FX;8684317196124;POLARIS;FOO;36;WHITE;CASUAL;WOMEN;SHOES;2550 da;
101699747;4M INT1224Y049 4FX;8684317196131;POLARIS;FOO;37;WHITE;CASUAL;WOMEN;SHOES;2550 da;
101699747;4M INT1224Y049 4FX;8684317196148;POLARIS;FOO;38;WHITE;CASUAL;WOMEN;SHOES;2550 da;
101699747;4M INT1224Y049 4FX;8684317196162;POLARIS;FOO;40;WHITE;CASUAL;WOMEN;SHOES;2550 da;
101699747;4M INT1224Y049 4FX;8684317196155;POLARIS;FOO;39;WHITE;CASUAL;WOMEN;SHOES;2550 da;
101699747;4M INT1224Y049 4FX;8684317196155;POLARIS;FOO;39;WHITE;CASUAL;WOMEN;SHOES;2550 da;
101699747;4M INT1224Y049 4FX;8684317196162;POLARIS;FOO;40;WHITE;CASUAL;WOMEN;SHOES;2550 da;
101699747;4M INT1224Y049 4FX;8684317196148;POLARIS;FOO;38;WHITE;CASUAL;WOMEN;SHOES;2550 da;
101699747;4M INT1224Y049 4FX;8684317196131;POLARIS;FOO;37;WHITE;CASUAL;WOMEN;SHOES;2550 da;
101699747;4M INT1224Y049 4FX;8684317196124;POLARIS;FOO;36;WHITE;CASUAL;WOMEN;SHOES;2550 da;
101699748;4M INT1224Y049 4FX;8684317196186;POLARIS;FOO;36;BLACK;CASUAL;WOMEN;SHOES;4450 da;
101699748;4M INT1224Y049 4FX;8684317196193;POLARIS;FOO;37;BLACK;CASUAL;WOMEN;SHOES;4450 da;
101699748;4M INT1224Y049 4FX;8684317196223;POLARIS;FOO;40;BLACK;CASUAL;WOMEN;SHOES;4450 da;
101699748;4M INT1224Y049 4FX;8684317196209;POLARIS;FOO;38;BLACK;CASUAL;WOMEN;SHOES;4450 da;
101699748;4M INT1224Y049 4FX;8684317196216;POLARIS;FOO;39;BLACK;CASUAL;WOMEN;SHOES;4450 da;
101699748;4M INT1224Y049 4FX;8684317196216;POLARIS;FOO;39;BLACK;CASUAL;WOMEN;SHOES;4450 da;
101699748;4M INT1224Y049 4FX;8684317196209;POLARIS;FOO;38;BLACK;CASUAL;WOMEN;SHOES;4450 da;
101699748;4M INT1224Y049 4FX;8684317196223;POLARIS;FOO;40;BLACK;CASUAL;WOMEN;SHOES;4450 da;
101699748;4M INT1224Y049 4FX;8684317196193;POLARIS;FOO;37;BLACK;CASUAL;WOMEN;SHOES;4450 da;
101699748;4M INT1224Y049 4FX;8684317196186;POLARIS;FOO;36;BLACK;CASUAL;WOMEN;SHOES;4450 da;
101699749;4P INT1224Y050 4FX;8684317198326;POLARIS;FOO;36;BEIGE;COMFOR;WOMEN;SHOES;4250 da;
101699749;4P INT1224Y050 4FX;8684317198333;POLARIS;FOO;37;BEIGE;COMFOR;WOMEN;SHOES;4250 da;
101699749;4P INT1224Y050 4FX;8684317198340;POLARIS;FOO;38;BEIGE;COMFOR;WOMEN;SHOES;4250 da;
101699749;4P INT1224Y050 4FX;8684317198357;POLARIS;FOO;39;BEIGE;COMFOR;WOMEN;SHOES;4250 da;
101699749;4P INT1224Y050 4FX;8684317198364;POLARIS;FOO;40;BEIGE;COMFOR;WOMEN;SHOES;4250 da;
101699750;4P INT1224Y050 4FX;8684317198388;POLARIS;FOO;36;BLACK;COMFOR;WOMEN;SHOES;4250 da;
101699750;4P INT1224Y050 4FX;8684317198395;POLARIS;FOO;37;BLACK;COMFOR;WOMEN;SHOES;4250 da;
101699750;4P INT1224Y050 4FX;8684317198401;POLARIS;FOO;38;BLACK;COMFOR;WOMEN;SHOES;4250 da;
101699750;4P INT1224Y050 4FX;8684317198418;POLARIS;FOO;39;BLACK;COMFOR;WOMEN;SHOES;4250 da;
101699750;4P INT1224Y050 4FX;8684317198425;POLARIS;FOO;40;BLACK;COMFOR;WOMEN;SHOES;4250 da;
101699754;4M INT1224Y052 4FX;8684317198876;TRAVEL SOFT;FOO;36;BLACK;CASUAL;WOMEN;SHOES;3450 da;
101699754;4M INT1224Y052 4FX;8684317198883;TRAVEL SOFT;FOO;37;BLACK;CASUAL;WOMEN;SHOES;3450 da;
101699754;4M INT1224Y052 4FX;8684317198890;TRAVEL SOFT;FOO;38;BLACK;CASUAL;WOMEN;SHOES;3450 da;
101699754;4M INT1224Y052 4FX;8684317198906;TRAVEL SOFT;FOO;39;BLACK;CASUAL;WOMEN;SHOES;3450 da;
101699754;4M INT1224Y052 4FX;8684317198913;TRAVEL SOFT;FOO;40;BLACK;CASUAL;WOMEN;SHOES;3450 da;
101699754;4M INT1224Y052 4FX;8684317198913;TRAVEL SOFT;FOO;40;BLACK;CASUAL;WOMEN;SHOES;3450 da;
101699754;4M INT1224Y052 4FX;8684317198906;TRAVEL SOFT;FOO;39;BLACK;CASUAL;WOMEN;SHOES;3450 da;
101699754;4M INT1224Y052 4FX;8684317198890;TRAVEL SOFT;FOO;38;BLACK;CASUAL;WOMEN;SHOES;3450 da;
101699754;4M INT1224Y052 4FX;8684317198883;TRAVEL SOFT;FOO;37;BLACK;CASUAL;WOMEN;SHOES;3450 da;
101699754;4M INT1224Y052 4FX;8684317198876;TRAVEL SOFT;FOO;36;BLACK;CASUAL;WOMEN;SHOES;3450 da;
101699755;4M INT1224Y053 4FX;8684317198920;POLARIS;FOO;36;WHITE;COMFOR;WOMEN;SHOES;3450 da;
101699755;4M INT1224Y053 4FX;8684317198937;POLARIS;FOO;37;WHITE;COMFOR;WOMEN;SHOES;3450 da;
101699755;4M INT1224Y053 4FX;8684317198944;POLARIS;FOO;38;WHITE;COMFOR;WOMEN;SHOES;3450 da;
101699755;4M INT1224Y053 4FX;8684317198951;POLARIS;FOO;39;WHITE;COMFOR;WOMEN;SHOES;3450 da;
101699755;4M INT1224Y053 4FX;8684317198968;POLARIS;FOO;40;WHITE;COMFOR;WOMEN;SHOES;3450 da;
101699756;4M INT1224Y053 4FX;8684317198982;POLARIS;FOO;36;L GREEN;COMFOR;WOMEN;SHOES;4250 da;
101699756;4M INT1224Y053 4FX;8684317198999;POLARIS;FOO;37;L GREEN;COMFOR;WOMEN;SHOES;4250 da;
101699756;4M INT1224Y053 4FX;8684317199002;POLARIS;FOO;38;L GREEN;COMFOR;WOMEN;SHOES;4250 da;
101699756;4M INT1224Y053 4FX;8684317199019;POLARIS;FOO;39;L GREEN;COMFOR;WOMEN;SHOES;4250 da;
101699756;4M INT1224Y053 4FX;8684317199026;POLARIS;FOO;40;L GREEN;COMFOR;WOMEN;SHOES;4250 da;
101699845;MADSEN 4FX;8684317364103;I COOL;FOO;31;BLACK;GENERA;GIRL;SANDAL;3750 da;
101699845;MADSEN 4FX;8684317364110;I COOL;FOO;32;BLACK;GENERA;GIRL;SANDAL;3750 da;
101699845;MADSEN 4FX;8684317364127;I COOL;FOO;33;BLACK;GENERA;GIRL;SANDAL;3750 da;
101699845;MADSEN 4FX;8684317364134;I COOL;FOO;34;BLACK;GENERA;GIRL;SANDAL;3750 da;
101699845;MADSEN 4FX;8684317364141;I COOL;FOO;35;BLACK;GENERA;GIRL;SANDAL;3750 da;
101699856;SOLE 4FX;8684317373556;I COOL;FOO;31;BEIGE;GENERA;GIRL;SANDAL;3750 da;
101699856;SOLE 4FX;8684317373563;I COOL;FOO;32;BEIGE;GENERA;GIRL;SANDAL;3750 da;
101699856;SOLE 4FX;8684317373570;I COOL;FOO;33;BEIGE;GENERA;GIRL;SANDAL;3750 da;
101699856;SOLE 4FX;8684317373587;I COOL;FOO;34;BEIGE;GENERA;GIRL;SANDAL;3750 da;
101699856;SOLE 4FX;8684317373594;I COOL;FOO;35;BEIGE;GENERA;GIRL;SANDAL;3750 da;
101699927;4M INT1224Y093 4FX;8684317191860;MISS F;FOO;38;CREME WHITE;DRESS;WOMEN;SANDAL;3250 da;
101699927;4M INT1224Y093 4FX;8684317191877;MISS F;FOO;39;CREME WHITE;DRESS;WOMEN;SANDAL;3250 da;
101699930;4M INT1224Y095 4FX;8684317191990;TRAVEL SOFT;FOO;36;GREY;CASUAL;WOMEN;SANDAL;8250 da;
101699930;4M INT1224Y095 4FX;8684317192003;TRAVEL SOFT;FOO;37;GREY;CASUAL;WOMEN;SANDAL;8250 da;
101699930;4M INT1224Y095 4FX;8684317192010;TRAVEL SOFT;FOO;38;GREY;CASUAL;WOMEN;SANDAL;8250 da;
101699930;4M INT1224Y095 4FX;8684317192027;TRAVEL SOFT;FOO;39;GREY;CASUAL;WOMEN;SANDAL;8250 da;
101699950;4M INT1224Y106 4FX;8684317201101;TRAVEL SOFT;FOO;36;BEIGE;CASUAL;WOMEN;SANDAL;8250 da;
101699950;4M INT1224Y106 4FX;8684317201118;TRAVEL SOFT;FOO;37;BEIGE;CASUAL;WOMEN;SANDAL;8250 da;
101699950;4M INT1224Y106 4FX;8684317201125;TRAVEL SOFT;FOO;38;BEIGE;CASUAL;WOMEN;SANDAL;8250 da;
101699950;4M INT1224Y106 4FX;8684317201132;TRAVEL SOFT;FOO;39;BEIGE;CASUAL;WOMEN;SANDAL;8250 da;
101699950;4M INT1224Y106 4FX;8684317201149;TRAVEL SOFT;FOO;40;BEIGE;CASUAL;WOMEN;SANDAL;8250 da;
101699951;4M INT1224Y106 4FX;8684317201163;TRAVEL SOFT;FOO;36;CAMEL;CASUAL;WOMEN;SANDAL;4950 da;
101699951;4M INT1224Y106 4FX;8684317201170;TRAVEL SOFT;FOO;37;CAMEL;CASUAL;WOMEN;SANDAL;4950 da;
101699951;4M INT1224Y106 4FX;8684317201187;TRAVEL SOFT;FOO;38;CAMEL;CASUAL;WOMEN;SANDAL;4950 da;
101699951;4M INT1224Y106 4FX;8684317201194;TRAVEL SOFT;FOO;39;CAMEL;CASUAL;WOMEN;SANDAL;4950 da;
101699951;4M INT1224Y106 4FX;8684317201200;TRAVEL SOFT;FOO;40;CAMEL;CASUAL;WOMEN;SANDAL;4950 da;
101699951;4M INT1224Y106 4FX;8684317201217;TRAVEL SOFT;FOO;41;CAMEL;CASUAL;WOMEN;SANDAL;4950 da;
101699981;4M INT1224Y127 4FX;8684317203822;POLARIS;FOO;36;L BEIGE;CASUAL;WOMEN;SLIPPE;4950 da;
101699981;4M INT1224Y127 4FX;8684317203839;POLARIS;FOO;37;L BEIGE;CASUAL;WOMEN;SLIPPE;4950 da;
101699981;4M INT1224Y127 4FX;8684317203846;POLARIS;FOO;38;L BEIGE;CASUAL;WOMEN;SLIPPE;4950 da;
101699981;4M INT1224Y127 4FX;8684317203853;POLARIS;FOO;39;L BEIGE;CASUAL;WOMEN;SLIPPE;4950 da;
101699981;4M INT1224Y127 4FX;8684317203860;POLARIS;FOO;40;L BEIGE;CASUAL;WOMEN;SLIPPE;4950 da;
101699981;4M INT1224Y127 4FX;8684317203877;POLARIS;FOO;41;L BEIGE;CASUAL;WOMEN;SLIPPE;4950 da;
101699982;INT1224Y127 4FX;8684317203884;POLARIS;FOO;36;PEARL WHITE;CASUAL;WOMEN;SLIPPE;5450 da;
101699982;INT1224Y127 4FX;8684317203891;POLARIS;FOO;37;PEARL WHITE;CASUAL;WOMEN;SLIPPE;5450 da;
101699982;INT1224Y127 4FX;8684317203907;POLARIS;FOO;38;PEARL WHITE;CASUAL;WOMEN;SLIPPE;5450 da;
101699982;INT1224Y127 4FX;8684317203914;POLARIS;FOO;39;PEARL WHITE;CASUAL;WOMEN;SLIPPE;5450 da;
101699982;INT1224Y127 4FX;8684317203921;POLARIS;FOO;40;PEARL WHITE;CASUAL;WOMEN;SLIPPE;5450 da;
101699982;INT1224Y127 4FX;8684317203938;POLARIS;FOO;41;PEARL WHITE;CASUAL;WOMEN;SLIPPE;5450 da;
101700009;4M INT1224Y151 4FX;8684317202962;POLARIS;FOO;36;BLACK;CASUAL;WOMEN;SANDAL;5450 da;
101700009;4M INT1224Y151 4FX;8684317202979;POLARIS;FOO;37;BLACK;CASUAL;WOMEN;SANDAL;5450 da;
101700009;4M INT1224Y151 4FX;8684317202986;POLARIS;FOO;38;BLACK;CASUAL;WOMEN;SANDAL;5450 da;
101700009;4M INT1224Y151 4FX;8684317202993;POLARIS;FOO;39;BLACK;CASUAL;WOMEN;SANDAL;5450 da;
101700269;4M;8684317297999;KINETIX;FOO;39;BLACK;CASUAL;MEN;SHOES;5450 da;
101700269;4M;8684317298033;KINETIX;FOO;43;BLACK;CASUAL;MEN;SHOES;5450 da;
101700269;4M;8684317298040;KINETIX;FOO;44;BLACK;CASUAL;MEN;SHOES;5450 da;
101700278;4M;8684317296541;FLEXALL CFA;FOO;42;BLACK;CASUAL;MEN;SANDAL;5450 da;
101700278;4M;8684317296558;FLEXALL CFA;FOO;43;BLACK;CASUAL;MEN;SANDAL;5450 da;
101700278;4M;8684317296565;FLEXALL CFA;FOO;44;BLACK;CASUAL;MEN;SANDAL;5450 da;
101700300;4P;8684317290419;KINETIX;FOO;42;WHITE;CASUAL;MEN;SHOES;4950 da;
101700300;4P;8684317290426;KINETIX;FOO;43;WHITE;CASUAL;MEN;SHOES;4950 da;
101700302;4M;8684317290136;KINETIX;FOO;42;NAVY;CASUAL;MEN;SHOES;4950 da;
101700325;4M;8684317292864;KINETIX;FOO;40;GREY;CASUAL;MEN;SHOES;4950 da;
101700325;4M;8684317292871;KINETIX;FOO;41;GREY;CASUAL;MEN;SHOES;4950 da;
101700325;4M;8684317292888;KINETIX;FOO;42;GREY;CASUAL;MEN;SHOES;4950 da;
101700326;4M;8684317292918;KINETIX;FOO;39;BEIGE;CASUAL;MEN;SHOES;3950 da;
101700326;4M;8684317292925;KINETIX;FOO;40;BEIGE;CASUAL;MEN;SHOES;3950 da;
101700326;4M;8684317292932;KINETIX;FOO;41;BEIGE;CASUAL;MEN;SHOES;3950 da;
101700326;4M;8684317292949;KINETIX;FOO;42;BEIGE;CASUAL;MEN;SHOES;3950 da;
101700326;4M;8684317292956;KINETIX;FOO;43;BEIGE;CASUAL;MEN;SHOES;3950 da;
101700327;4M;8684317292727;KINETIX;FOO;40;L GREY;CASUAL;MEN;SHOES;3750 da;
101700327;4M;8684317292734;KINETIX;FOO;41;L GREY;CASUAL;MEN;SHOES;3750 da;
101700327;4M;8684317292741;KINETIX;FOO;42;L GREY;CASUAL;MEN;SHOES;3750 da;
101700327;4M;8684317292758;KINETIX;FOO;43;L GREY;CASUAL;MEN;SHOES;3750 da;
101700327;4M;8684317292765;KINETIX;FOO;44;L GREY;CASUAL;MEN;SHOES;3750 da;
101700327;4M;8684317292772;KINETIX;FOO;45;L GREY;CASUAL;MEN;SHOES;3750 da;
101700327;4M;8684317292772;KINETIX;FOO;45;L GREY;CASUAL;MEN;SHOES;3750 da;
101700327;4M;8684317292758;KINETIX;FOO;43;L GREY;CASUAL;MEN;SHOES;3750 da;
101700327;4M;8684317292741;KINETIX;FOO;42;L GREY;CASUAL;MEN;SHOES;3750 da;
101700327;4M;8684317292734;KINETIX;FOO;41;L GREY;CASUAL;MEN;SHOES;3750 da;
101700327;4M;8684317292727;KINETIX;FOO;40;L GREY;CASUAL;MEN;SHOES;3750 da;
101700328;4M;8684317292796;KINETIX;FOO;40;BLACK;CASUAL;MEN;SHOES;2450 da;
101700328;4M;8684317292802;KINETIX;FOO;41;BLACK;CASUAL;MEN;SHOES;2450 da;
101700328;4M;8684317292819;KINETIX;FOO;42;BLACK;CASUAL;MEN;SHOES;2450 da;
101700328;4M;8684317292840;KINETIX;FOO;45;BLACK;CASUAL;MEN;SHOES;2450 da;
101700328;4M;8684317292826;KINETIX;FOO;43;BLACK;CASUAL;MEN;SHOES;2450 da;
101700328;4M;8684317292833;KINETIX;FOO;44;BLACK;CASUAL;MEN;SHOES;2450 da;
101700328;4M;8684317292833;KINETIX;FOO;44;BLACK;CASUAL;MEN;SHOES;2450 da;
101700328;4M;8684317292826;KINETIX;FOO;43;BLACK;CASUAL;MEN;SHOES;2450 da;
101700328;4M;8684317292840;KINETIX;FOO;45;BLACK;CASUAL;MEN;SHOES;2450 da;
101700328;4M;8684317292819;KINETIX;FOO;42;BLACK;CASUAL;MEN;SHOES;2450 da;
101700328;4M;8684317292802;KINETIX;FOO;41;BLACK;CASUAL;MEN;SHOES;2450 da;
101700328;4M;8684317292796;KINETIX;FOO;40;BLACK;CASUAL;MEN;SHOES;2450 da;
101700343;4P;8684317280953;OXIDE;FOO;40;BLACK;CASUAL;MEN;SHOES;2650 da;
101700343;4P;8684317280960;OXIDE;FOO;41;BLACK;CASUAL;MEN;SHOES;2650 da;
101700343;4P;8684317280977;OXIDE;FOO;42;BLACK;CASUAL;MEN;SHOES;2650 da;
101700343;4P;8684317280984;OXIDE;FOO;43;BLACK;CASUAL;MEN;SHOES;2650 da;
101700343;4P;8684317280991;OXIDE;FOO;44;BLACK;CASUAL;MEN;SHOES;2650 da;
101700343;4P;8684317281004;OXIDE;FOO;45;BLACK;CASUAL;MEN;SHOES;2650 da;
101700344;4P;8684317281035;OXIDE;FOO;41;BROWN;CASUAL;MEN;SHOES;2950 da;
101700344;4P;8684317281042;OXIDE;FOO;42;BROWN;CASUAL;MEN;SHOES;2950 da;
101700344;4P;8684317281059;OXIDE;FOO;43;BROWN;CASUAL;MEN;SHOES;2950 da;
101700344;4P;8684317281066;OXIDE;FOO;44;BROWN;CASUAL;MEN;SHOES;2950 da;
101700344;4P;8684317281073;OXIDE;FOO;45;BROWN;CASUAL;MEN;SHOES;2950 da;
101700465;4P;8684317284296;KINETIX;FOO;40;GREY;CASUAL;MEN;SHOES;9250 da;
101700465;4P;8684317284302;KINETIX;FOO;41;GREY;CASUAL;MEN;SHOES;9250 da;
101700465;4P;8684317284319;KINETIX;FOO;42;GREY;CASUAL;MEN;SHOES;9250 da;
101700465;4P;8684317284326;KINETIX;FOO;43;GREY;CASUAL;MEN;SHOES;9250 da;
101700465;4P;8684317284333;KINETIX;FOO;44;GREY;CASUAL;MEN;SHOES;9250 da;
101700465;4P;8684317284340;KINETIX;FOO;45;GREY;CASUAL;MEN;SHOES;9250 da;
101700465;4P;8684317284333;KINETIX;FOO;44;GREY;CASUAL;MEN;SHOES;9250 da;
101700465;4P;8684317284326;KINETIX;FOO;43;GREY;CASUAL;MEN;SHOES;9250 da;
101700465;4P;8684317284319;KINETIX;FOO;42;GREY;CASUAL;MEN;SHOES;9250 da;
101700465;4P;8684317284302;KINETIX;FOO;41;GREY;CASUAL;MEN;SHOES;9250 da;
101700465;4P;8684317284296;KINETIX;FOO;40;GREY;CASUAL;MEN;SHOES;9250 da;
101700466;4P;8684317284364;KINETIX;FOO;40;BLACK;CASUAL;MEN;SHOES;6850 da;
101700466;4P;8684317284371;KINETIX;FOO;41;BLACK;CASUAL;MEN;SHOES;6850 da;
101700466;4P;8684317284388;KINETIX;FOO;42;BLACK;CASUAL;MEN;SHOES;6850 da;
101700466;4P;8684317284395;KINETIX;FOO;43;BLACK;CASUAL;MEN;SHOES;6850 da;
101700466;4P;8684317284418;KINETIX;FOO;45;BLACK;CASUAL;MEN;SHOES;6850 da;
101700466;4P;8684317284401;KINETIX;FOO;44;BLACK;CASUAL;MEN;SHOES;6850 da;
101700466;4P;8684317284401;KINETIX;FOO;44;BLACK;CASUAL;MEN;SHOES;6850 da;
101700466;4P;8684317284418;KINETIX;FOO;45;BLACK;CASUAL;MEN;SHOES;6850 da;
101700466;4P;8684317284395;KINETIX;FOO;43;BLACK;CASUAL;MEN;SHOES;6850 da;
101700466;4P;8684317284388;KINETIX;FOO;42;BLACK;CASUAL;MEN;SHOES;6850 da;
101700466;4P;8684317284371;KINETIX;FOO;41;BLACK;CASUAL;MEN;SHOES;6850 da;
101700467;4P;8684317284432;KINETIX;FOO;40;NAVY;CASUAL;MEN;SHOES;3950 da;
101700467;4P;8684317284449;KINETIX;FOO;41;NAVY;CASUAL;MEN;SHOES;3950 da;
101700467;4P;8684317284456;KINETIX;FOO;42;NAVY;CASUAL;MEN;SHOES;3950 da;
101700467;4P;8684317284463;KINETIX;FOO;43;NAVY;CASUAL;MEN;SHOES;3950 da;
101700467;4P;8684317284470;KINETIX;FOO;44;NAVY;CASUAL;MEN;SHOES;3950 da;
101700467;4P;8684317284487;KINETIX;FOO;45;NAVY;CASUAL;MEN;SHOES;3950 da;
101700467;4P;8684317284487;KINETIX;FOO;45;NAVY;CASUAL;MEN;SHOES;3950 da;
101700467;4P;8684317284470;KINETIX;FOO;44;NAVY;CASUAL;MEN;SHOES;3950 da;
